status
Statement executed successfully.

status
Statement executed successfully.

ATTACHMENT_SOURCE,TRANSACTION_ID,PAYOFF_LOAN_ID,PAYOFFUID,LOANID,LOAN_TRANSACTION_DATE,APPLY_DATE,REVERSAL_DATE,LAST_UPDATED_DATE,LOAN_TRANSACTION_TYPE,DESCRIPTION,LOAN_TRANSACTION_AMOUNT,PAYMENT_FLAG,LOAN_PRINCIPAL,LOAN_INTEREST,STARTING_BALANCE,ENDING_BALANCE,POSTCHARGEOFFEVENT,CHARGEOFFEVENTIND,LOAN_REVERSED,LOAN_REJECTED,LOAN_CLEARED,ORIGINATION_DATE,LOAN_AMOUNT,TERM,INTEREST_RATE,LOAN_CLOSED_DATE,CHARGE_OFF_DATE
Attachment_B,8647751,356703,8912e5ef-2828-4e80-ad8a-d0ef43e80d4a,356703,2025-06-20,2025-06-21,,2025-06-20T21:01:24,Payment,Regular: Transaction ID 8647751,603.98,True,304.52,299.46,21000.00,20695.48,False,False,0,0,1,2025-05-21,21000.0000,48.00000,16.7900,2025-07-11,
Attachment_B,8600879,173908,8bdf16ab-9af6-4504-9548-de205e4f47e6,173908,2025-05-27,2025-05-28,,2025-05-27T21:01:55,Payment,Regular: Transaction ID 8600879,474.28,True,182.53,291.75,18000.00,17817.47,False,False,0,0,1,2025-04-28,18000.0000,60.00000,19.7200,,
Attachment_B,8660464,173908,8bdf16ab-9af6-4504-9548-de205e4f47e6,173908,2025-06-27,2025-06-28,,2025-06-27T21:01:49,Payment,Regular: Transaction ID 8660464,474.28,True,175.86,298.42,17817.47,17641.61,False,False,0,0,1,2025-04-28,18000.0000,60.00000,19.7200,,
Attachment_B,8580066,128806,8c7abdab-dc6a-4174-9af6-7b085ad466fa,128806,2025-05-16,2025-05-17,,2025-05-16T21:01:35,Payment,Regular: Transaction ID 8580066,568.68,True,184.02,384.66,20000.00,19815.98,False,False,0,0,1,2025-04-17,20000.0000,60.00000,23.4000,2025-06-02,
Attachment_B,8609791,128806,8c7abdab-dc6a-4174-9af6-7b085ad466fa,128806,2025-06-02,2025-06-02,,2025-06-02T16:20:15,Payment,Payoff: Transaction ID 8609791,20019.24,True,19815.98,203.26,19815.98,0.00,False,False,0,0,1,2025-04-17,20000.0000,60.00000,23.4000,2025-06-02,
Attachment_B,8650480,356819,8cabad03-cc57-4a05-a321-d9066468c6e1,356819,2025-06-22,2025-06-23,,2025-06-22T21:00:27,Payment,Regular: Transaction ID 8650480,208.17,True,108.67,99.50,5500.00,5391.33,False,False,0,0,1,2025-05-23,5500.0000,36.00000,21.3000,,
Attachment_B,8644579,356438,8f239083-2784-4033-b926-12aed63cbdc8,356438,2025-06-18,2025-06-18,,2025-06-18T22:00:18,Payment,Regular: Transaction ID 8644579,363.96,True,187.04,176.92,10000.00,9812.96,False,False,0,0,1,2025-05-14,10000.0000,36.00000,18.4500,,
Attachment_B,8650470,356818,92c5a652-e71a-4c68-a645-da25483339bf,356818,2025-06-22,2025-06-23,,2025-06-22T21:00:25,Payment,Regular: Transaction ID 8650470,357.64,True,236.66,120.98,7000.00,6763.34,False,False,0,0,1,2025-05-23,7000.0000,24.00000,20.3500,,
Attachment_B,8636937,356538,9506dfa7-c07a-4eed-aa8e-25c69b9186e6,356538,2025-06-15,2025-06-16,,2025-06-15T21:00:30,Payment,Regular: Transaction ID 8636937,591.33,True,325.53,265.80,16000.00,15674.47,False,False,0,0,1,2025-05-16,16000.0000,36.00000,19.5600,,
Attachment_B,8641036,356538,9506dfa7-c07a-4eed-aa8e-25c69b9186e6,356538,2025-06-18,2025-06-18,,2025-06-18T13:45:16,Payment,Regular: Transaction ID 8641036,591.33,True,574.53,16.80,15674.47,15099.94,False,False,0,0,1,2025-05-16,16000.0000,36.00000,19.5600,,
